Year,Month,Day,Weekday,Weekday_int,Seasonality
2019,4,1,Mon,0,Normal
2019,4,2,Tue,1,Normal
2019,4,3,Wed,2,Normal
2019,4,4,Thu,3,Normal
2019,4,5,Fri,4,Normal
2019,4,6,Sat,5,SchoolHoliday
2019,4,7,Sun,6,SchoolHoliday
2019,4,8,Mon,0,SchoolHoliday
2019,4,9,Tue,1,SchoolHoliday
2019,4,10,Wed,2,SchoolHoliday
2019,4,11,Thu,3,SchoolHoliday
2019,4,12,Fri,4,SchoolHoliday
2019,4,13,Sat,5,SchoolHoliday
2019,4,14,Sun,6,SchoolHoliday
2019,4,15,Mon,0,SchoolHoliday
2019,4,16,Tue,1,SchoolHoliday
2019,4,17,Wed,2,SchoolHoliday
2019,4,18,Thu,3,SchoolHoliday
2019,4,19,Fri,4,PublicHoliday
2019,4,20,Sat,5,PublicHoliday
2019,4,21,Sun,6,PublicHoliday
2019,4,22,Mon,0,PublicHoliday
2019,4,23,Tue,1,Normal
2019,4,24,Wed,2,Normal
2019,4,25,Thu,3,PublicHoliday
2019,4,26,Fri,4,Normal
2019,4,27,Sat,5,Normal
2019,4,28,Sun,6,Normal
2019,4,29,Mon,0,Normal
2019,4,30,Tue,1,Normal
2019,5,1,Wed,2,Normal
2019,5,2,Thu,3,Normal
2019,5,3,Fri,4,Normal
2019,5,4,Sat,5,Normal
2019,5,5,Sun,6,Normal
2019,5,6,Mon,0,Normal
2019,5,7,Tue,1,Normal
2019,5,8,Wed,2,Normal
2019,5,9,Thu,3,Normal
2019,5,10,Fri,4,Normal
2019,5,11,Sat,5,Normal
2019,5,12,Sun,6,Normal
2019,5,13,Mon,0,Normal
2019,5,14,Tue,1,Normal
2019,5,15,Wed,2,Normal
2019,5,16,Thu,3,Normal
2019,5,17,Fri,4,Normal
2019,5,18,Sat,5,Normal
2019,5,19,Sun,6,Normal
2019,5,20,Mon,0,Normal
2019,5,21,Tue,1,Normal
2019,5,22,Wed,2,Normal
2019,5,23,Thu,3,Normal
2019,5,24,Fri,4,Normal
2019,5,25,Sat,5,Normal
2019,5,26,Sun,6,Normal
2019,5,27,Mon,0,Normal
2019,5,28,Tue,1,Normal
2019,5,29,Wed,2,Normal
2019,5,30,Thu,3,Normal
2019,5,31,Fri,4,Normal
2019,6,1,Sat,5,Normal
2019,6,2,Sun,6,Normal
2019,6,3,Mon,0,Normal
2019,6,4,Tue,1,Normal
2019,6,5,Wed,2,Normal
2019,6,6,Thu,3,Normal
2019,6,7,Fri,4,Normal
2019,6,8,Sat,5,Normal
2019,6,9,Sun,6,Normal
2019,6,10,Mon,0,PublicHoliday
2019,6,11,Tue,1,Normal
2019,6,12,Wed,2,Normal
2019,6,13,Thu,3,Normal
2019,6,14,Fri,4,Normal
2019,6,15,Sat,5,Normal
2019,6,16,Sun,6,Normal
2019,6,17,Mon,0,Normal
2019,6,18,Tue,1,Normal
2019,6,19,Wed,2,Normal
2019,6,20,Thu,3,Normal
2019,6,21,Fri,4,Normal
2019,6,22,Sat,5,Normal
2019,6,23,Sun,6,Normal
2019,6,24,Mon,0,Normal
2019,6,25,Tue,1,Normal
2019,6,26,Wed,2,Normal
2019,6,27,Thu,3,Normal
2019,6,28,Fri,4,Normal
2019,6,29,Sat,5,SchoolHoliday
2019,6,30,Sun,6,SchoolHoliday
2019,7,1,Mon,0,SchoolHoliday
2019,7,2,Tue,1,SchoolHoliday
2019,7,3,Wed,2,SchoolHoliday
2019,7,4,Thu,3,SchoolHoliday
2019,7,5,Fri,4,SchoolHoliday
2019,7,6,Sat,5,SchoolHoliday
2019,7,7,Sun,6,SchoolHoliday
2019,7,8,Mon,0,SchoolHoliday
2019,7,9,Tue,1,SchoolHoliday
2019,7,10,Wed,2,SchoolHoliday
2019,7,11,Thu,3,SchoolHoliday
2019,7,12,Fri,4,SchoolHoliday
2019,7,13,Sat,5,SchoolHoliday
2019,7,14,Sun,6,SchoolHoliday
2019,7,15,Mon,0,Normal
2019,7,16,Tue,1,Normal
2019,7,17,Wed,2,Normal
2019,7,18,Thu,3,Normal
2019,7,19,Fri,4,Normal
2019,7,20,Sat,5,Normal
2019,7,21,Sun,6,Normal
2019,7,22,Mon,0,Normal
2019,7,23,Tue,1,Normal
2019,7,24,Wed,2,Normal
2019,7,25,Thu,3,Normal
2019,7,26,Fri,4,Normal
2019,7,27,Sat,5,Normal
2019,7,28,Sun,6,Normal
2019,7,29,Mon,0,Normal
2019,7,30,Tue,1,Normal
2019,7,31,Wed,2,Normal
2019,8,1,Thu,3,Normal
2019,8,2,Fri,4,Normal
2019,8,3,Sat,5,Normal
2019,8,4,Sun,6,Normal
2019,8,5,Mon,0,Normal
2019,8,6,Tue,1,Normal
2019,8,7,Wed,2,Normal
2019,8,8,Thu,3,Normal
2019,8,9,Fri,4,Normal
2019,8,10,Sat,5,Normal
2019,8,11,Sun,6,Normal
2019,8,12,Mon,0,Normal
2019,8,13,Tue,1,Normal
2019,8,14,Wed,2,Normal
2019,8,15,Thu,3,Normal
2019,8,16,Fri,4,Normal
2019,8,17,Sat,5,Normal
2019,8,18,Sun,6,Normal
2019,8,19,Mon,0,Normal
2019,8,20,Tue,1,Normal
2019,8,21,Wed,2,Normal
2019,8,22,Thu,3,Normal
2019,8,23,Fri,4,Normal
2019,8,24,Sat,5,Normal
2019,8,25,Sun,6,Normal
2019,8,26,Mon,0,Normal
2019,8,27,Tue,1,Normal
2019,8,28,Wed,2,Normal
2019,8,29,Thu,3,Normal
2019,8,30,Fri,4,Normal
2019,8,31,Sat,5,Normal
2019,9,1,Sun,6,Normal
2019,9,2,Mon,0,Normal
2019,9,3,Tue,1,Normal
2019,9,4,Wed,2,Normal
2019,9,5,Thu,3,Normal
2019,9,6,Fri,4,Normal
2019,9,7,Sat,5,Normal
2019,9,8,Sun,6,Normal
2019,9,9,Mon,0,Normal
2019,9,10,Tue,1,Normal
2019,9,11,Wed,2,Normal
2019,9,12,Thu,3,Normal
2019,9,13,Fri,4,Normal
2019,9,14,Sat,5,Normal
2019,9,15,Sun,6,Normal
2019,9,16,Mon,0,Normal
2019,9,17,Tue,1,Normal
2019,9,18,Wed,2,Normal
2019,9,19,Thu,3,Normal
2019,9,20,Fri,4,Normal
2019,9,21,Sat,5,SchoolHoliday
2019,9,22,Sun,6,SchoolHoliday
2019,9,23,Mon,0,SchoolHoliday
2019,9,24,Tue,1,SchoolHoliday
2019,9,25,Wed,2,SchoolHoliday
2019,9,26,Thu,3,SchoolHoliday
2019,9,27,Fri,4,PublicHoliday
2019,9,28,Sat,5,SchoolHoliday
2019,9,29,Sun,6,SchoolHoliday
2019,9,30,Mon,0,SchoolHoliday
2019,10,1,Tue,1,SchoolHoliday
2019,10,2,Wed,2,SchoolHoliday
2019,10,3,Thu,3,SchoolHoliday
2019,10,4,Fri,4,SchoolHoliday
2019,10,5,Sat,5,SchoolHoliday
2019,10,6,Sun,6,SchoolHoliday
2019,10,7,Mon,0,Normal
2019,10,8,Tue,1,Normal
2019,10,9,Wed,2,Normal
2019,10,10,Thu,3,Normal
2019,10,11,Fri,4,Normal
2019,10,12,Sat,5,Normal
2019,10,13,Sun,6,Normal
2019,10,14,Mon,0,Normal
2019,10,15,Tue,1,Normal
2019,10,16,Wed,2,Normal
2019,10,17,Thu,3,Normal
2019,10,18,Fri,4,Normal
2019,10,19,Sat,5,Normal
2019,10,20,Sun,6,Normal
2019,10,21,Mon,0,Normal
2019,10,22,Tue,1,Normal
2019,10,23,Wed,2,Normal
2019,10,24,Thu,3,Normal
2019,10,25,Fri,4,Normal
2019,10,26,Sat,5,Normal
2019,10,27,Sun,6,Normal
2019,10,28,Mon,0,Normal
2019,10,29,Tue,1,Normal
2019,10,30,Wed,2,Normal
2019,10,31,Thu,3,Normal
2019,11,1,Fri,4,Normal
2019,11,2,Sat,5,Normal
2019,11,3,Sun,6,Normal
2019,11,4,Mon,0,Normal
2019,11,5,Tue,1,PublicHoliday
2019,11,6,Wed,2,Normal
2019,11,7,Thu,3,Normal
2019,11,8,Fri,4,Normal
2019,11,9,Sat,5,Normal
2019,11,10,Sun,6,Normal
2019,11,11,Mon,0,Normal
2019,11,12,Tue,1,Normal
2019,11,13,Wed,2,Normal
2019,11,14,Thu,3,Normal
2019,11,15,Fri,4,Normal
2019,11,16,Sat,5,Normal
2019,11,17,Sun,6,Normal
2019,11,18,Mon,0,Normal
2019,11,19,Tue,1,Normal
2019,11,20,Wed,2,Normal
2019,11,21,Thu,3,Normal
2019,11,22,Fri,4,Normal
2019,11,23,Sat,5,Normal
2019,11,24,Sun,6,Normal
2019,11,25,Mon,0,Normal
2019,11,26,Tue,1,Normal
2019,11,27,Wed,2,Normal
2019,11,28,Thu,3,Normal
2019,11,29,Fri,4,Normal
2019,11,30,Sat,5,Normal
2019,12,1,Sun,6,Normal
2019,12,2,Mon,0,Normal
2019,12,3,Tue,1,Normal
2019,12,4,Wed,2,Normal
2019,12,5,Thu,3,Normal
2019,12,6,Fri,4,Normal
2019,12,7,Sat,5,Normal
2019,12,8,Sun,6,Normal
2019,12,9,Mon,0,Normal
2019,12,10,Tue,1,Normal
2019,12,11,Wed,2,Normal
2019,12,12,Thu,3,Normal
2019,12,13,Fri,4,Normal
2019,12,14,Sat,5,Normal
2019,12,15,Sun,6,Normal
2019,12,16,Mon,0,Normal
2019,12,17,Tue,1,Normal
2019,12,18,Wed,2,Normal
2019,12,19,Thu,3,Normal
2019,12,20,Fri,4,Normal
2019,12,21,Sat,5,SchoolHoliday
2019,12,22,Sun,6,SchoolHoliday
2019,12,23,Mon,0,SchoolHoliday
2019,12,24,Tue,1,SchoolHoliday
2019,12,25,Wed,2,PublicHoliday
2019,12,26,Thu,3,PublicHoliday
2019,12,27,Fri,4,SchoolHoliday
2019,12,28,Sat,5,SchoolHoliday
2019,12,29,Sun,6,SchoolHoliday
2019,12,30,Mon,0,SchoolHoliday
2019,12,31,Tue,1,SchoolHoliday
2020,1,1,Wed,2,PublicHoliday
2020,1,2,Thu,3,SchoolHoliday
2020,1,3,Fri,4,SchoolHoliday
2020,1,4,Sat,5,SchoolHoliday
2020,1,5,Sun,6,SchoolHoliday
2020,1,6,Mon,0,SchoolHoliday
2020,1,7,Tue,1,SchoolHoliday
2020,1,8,Wed,2,SchoolHoliday
2020,1,9,Thu,3,SchoolHoliday
2020,1,10,Fri,4,SchoolHoliday
2020,1,11,Sat,5,SchoolHoliday
2020,1,12,Sun,6,SchoolHoliday
2020,1,13,Mon,0,SchoolHoliday
2020,1,14,Tue,1,SchoolHoliday
2020,1,15,Wed,2,SchoolHoliday
2020,1,16,Thu,3,SchoolHoliday
2020,1,17,Fri,4,SchoolHoliday
2020,1,18,Sat,5,SchoolHoliday
2020,1,19,Sun,6,SchoolHoliday
2020,1,20,Mon,0,SchoolHoliday
2020,1,21,Tue,1,SchoolHoliday
2020,1,22,Wed,2,SchoolHoliday
2020,1,23,Thu,3,SchoolHoliday
2020,1,24,Fri,4,SchoolHoliday
2020,1,25,Sat,5,SchoolHoliday
2020,1,26,Sun,6,SchoolHoliday
2020,1,27,Mon,0,PublicHoliday
2020,1,28,Tue,1,Normal
2020,1,29,Wed,2,Normal
2020,1,30,Thu,3,Normal
2020,1,31,Fri,4,Normal
2020,2,1,Sat,5,Normal
2020,2,2,Sun,6,Normal
2020,2,3,Mon,0,Normal
2020,2,4,Tue,1,Normal
2020,2,5,Wed,2,Normal
2020,2,6,Thu,3,Normal
2020,2,7,Fri,4,Normal
2020,2,8,Sat,5,Normal
2020,2,9,Sun,6,Normal
2020,2,10,Mon,0,Normal
2020,2,11,Tue,1,Normal
2020,2,12,Wed,2,Normal
2020,2,13,Thu,3,Normal
2020,2,14,Fri,4,Normal
2020,2,15,Sat,5,Normal
2020,2,16,Sun,6,Normal
2020,2,17,Mon,0,Normal
2020,2,18,Tue,1,Normal
2020,2,19,Wed,2,Normal
2020,2,20,Thu,3,Normal
2020,2,21,Fri,4,Normal
2020,2,22,Sat,5,Normal
2020,2,23,Sun,6,Normal
2020,2,24,Mon,0,Normal
2020,2,25,Tue,1,Normal
2020,2,26,Wed,2,Normal
2020,2,27,Thu,3,Normal
2020,2,28,Fri,4,Normal
2020,2,29,Sat,5,Normal
2020,3,1,Sun,6,Normal
2020,3,2,Mon,0,Normal
2020,3,3,Tue,1,Normal
2020,3,4,Wed,2,Normal
2020,3,5,Thu,3,Normal
2020,3,6,Fri,4,Normal
2020,3,7,Sat,5,Normal
2020,3,8,Sun,6,Normal
2020,3,9,Mon,0,PublicHoliday
2020,3,10,Tue,1,Normal
2020,3,11,Wed,2,Normal
2020,3,12,Thu,3,Normal
2020,3,13,Fri,4,Normal
2020,3,14,Sat,5,Normal
2020,3,15,Sun,6,Normal
2020,3,16,Mon,0,Normal
2020,3,17,Tue,1,Normal
2020,3,18,Wed,2,Normal
2020,3,19,Thu,3,Normal
2020,3,20,Fri,4,Normal
2020,3,21,Sat,5,Normal
2020,3,22,Sun,6,Normal
2020,3,23,Mon,0,Normal
2020,3,24,Tue,1,Normal
2020,3,25,Wed,2,Normal
2020,3,26,Thu,3,Normal
2020,3,27,Fri,4,Normal
2020,3,28,Sat,5,SchoolHoliday
2020,3,29,Sun,6,SchoolHoliday
2020,3,30,Mon,0,SchoolHoliday
2020,3,31,Tue,1,SchoolHoliday
2020,4,1,Wed,2,SchoolHoliday
2020,4,2,Thu,3,SchoolHoliday
2020,4,3,Fri,4,SchoolHoliday
2020,4,4,Sat,5,SchoolHoliday
2020,4,5,Sun,6,SchoolHoliday
2020,4,6,Mon,0,SchoolHoliday
2020,4,7,Tue,1,SchoolHoliday
2020,4,8,Wed,2,SchoolHoliday
2020,4,9,Thu,3,SchoolHoliday
2020,4,10,Fri,4,PublicHoliday
2020,4,11,Sat,5,PublicHoliday
2020,4,12,Sun,6,PublicHoliday
2020,4,13,Mon,0,PublicHoliday
2020,4,14,Tue,1,Normal
2020,4,15,Wed,2,Normal
2020,4,16,Thu,3,Normal
2020,4,17,Fri,4,Normal
2020,4,18,Sat,5,Normal
2020,4,19,Sun,6,Normal
2020,4,20,Mon,0,Normal
2020,4,21,Tue,1,Normal
2020,4,22,Wed,2,Normal
2020,4,23,Thu,3,Normal
2020,4,24,Fri,4,Normal
2020,4,25,Sat,5,PublicHoliday
2020,4,26,Sun,6,Normal
2020,4,27,Mon,0,Normal
2020,4,28,Tue,1,Normal
2020,4,29,Wed,2,Normal
2020,4,30,Thu,3,Normal
2020,5,1,Fri,4,Normal
2020,5,2,Sat,5,Normal
2020,5,3,Sun,6,Normal
2020,5,4,Mon,0,Normal
2020,5,5,Tue,1,Normal
2020,5,6,Wed,2,Normal
2020,5,7,Thu,3,Normal
2020,5,8,Fri,4,Normal
2020,5,9,Sat,5,Normal
2020,5,10,Sun,6,Normal
2020,5,11,Mon,0,Normal
2020,5,12,Tue,1,Normal
2020,5,13,Wed,2,Normal
2020,5,14,Thu,3,Normal
2020,5,15,Fri,4,Normal
2020,5,16,Sat,5,Normal
2020,5,17,Sun,6,Normal
2020,5,18,Mon,0,Normal
2020,5,19,Tue,1,Normal
2020,5,20,Wed,2,Normal
2020,5,21,Thu,3,Normal
2020,5,22,Fri,4,Normal
2020,5,23,Sat,5,Normal
2020,5,24,Sun,6,Normal
2020,5,25,Mon,0,Normal
2020,5,26,Tue,1,Normal
2020,5,27,Wed,2,Normal
2020,5,28,Thu,3,Normal
2020,5,29,Fri,4,Normal
2020,5,30,Sat,5,Normal
2020,5,31,Sun,6,Normal
2020,6,1,Mon,0,Normal
2020,6,2,Tue,1,Normal
2020,6,3,Wed,2,Normal
2020,6,4,Thu,3,Normal
2020,6,5,Fri,4,Normal
2020,6,6,Sat,5,Normal
2020,6,7,Sun,6,Normal
2020,6,8,Mon,0,PublicHoliday
2020,6,9,Tue,1,Normal
2020,6,10,Wed,2,Normal
2020,6,11,Thu,3,Normal
2020,6,12,Fri,4,Normal
2020,6,13,Sat,5,Normal
2020,6,14,Sun,6,Normal
2020,6,15,Mon,0,Normal
2020,6,16,Tue,1,Normal
2020,6,17,Wed,2,Normal
2020,6,18,Thu,3,Normal
2020,6,19,Fri,4,Normal
2020,6,20,Sat,5,Normal
2020,6,21,Sun,6,Normal
2020,6,22,Mon,0,Normal
2020,6,23,Tue,1,Normal
2020,6,24,Wed,2,Normal
2020,6,25,Thu,3,Normal
2020,6,26,Fri,4,Normal
2020,6,27,Sat,5,SchoolHoliday
2020,6,28,Sun,6,SchoolHoliday
2020,6,29,Mon,0,SchoolHoliday
2020,6,30,Tue,1,SchoolHoliday
2020,7,1,Wed,2,SchoolHoliday
2020,7,2,Thu,3,SchoolHoliday
2020,7,3,Fri,4,SchoolHoliday
2020,7,4,Sat,5,SchoolHoliday
2020,7,5,Sun,6,SchoolHoliday
2020,7,6,Mon,0,SchoolHoliday
2020,7,7,Tue,1,SchoolHoliday
2020,7,8,Wed,2,SchoolHoliday
2020,7,9,Thu,3,SchoolHoliday
2020,7,10,Fri,4,SchoolHoliday
2020,7,11,Sat,5,SchoolHoliday
2020,7,12,Sun,6,SchoolHoliday
2020,7,13,Mon,0,Normal
2020,7,14,Tue,1,Normal
2020,7,15,Wed,2,Normal
2020,7,16,Thu,3,Normal
2020,7,17,Fri,4,Normal
2020,7,18,Sat,5,Normal
2020,7,19,Sun,6,Normal
2020,7,20,Mon,0,Normal
2020,7,21,Tue,1,Normal
2020,7,22,Wed,2,Normal
2020,7,23,Thu,3,Normal
2020,7,24,Fri,4,Normal
2020,7,25,Sat,5,Normal
2020,7,26,Sun,6,Normal
2020,7,27,Mon,0,Normal
2020,7,28,Tue,1,Normal
2020,7,29,Wed,2,Normal
2020,7,30,Thu,3,Normal
2020,7,31,Fri,4,Normal
2020,8,1,Sat,5,Normal
2020,8,2,Sun,6,Normal
2020,8,3,Mon,0,Normal
2020,8,4,Tue,1,Normal
2020,8,5,Wed,2,Normal
2020,8,6,Thu,3,Normal
2020,8,7,Fri,4,Normal
2020,8,8,Sat,5,Normal
2020,8,9,Sun,6,Normal
2020,8,10,Mon,0,Normal
2020,8,11,Tue,1,Normal
2020,8,12,Wed,2,Normal
2020,8,13,Thu,3,Normal
2020,8,14,Fri,4,Normal
2020,8,15,Sat,5,Normal
2020,8,16,Sun,6,Normal
2020,8,17,Mon,0,Normal
2020,8,18,Tue,1,Normal
2020,8,19,Wed,2,Normal
2020,8,20,Thu,3,Normal
2020,8,21,Fri,4,Normal
2020,8,22,Sat,5,Normal
2020,8,23,Sun,6,Normal
2020,8,24,Mon,0,Normal
2020,8,25,Tue,1,Normal
2020,8,26,Wed,2,Normal
2020,8,27,Thu,3,Normal
2020,8,28,Fri,4,Normal
2020,8,29,Sat,5,Normal
2020,8,30,Sun,6,Normal
2020,8,31,Mon,0,Normal
2020,9,1,Tue,1,Normal
2020,9,2,Wed,2,Normal
2020,9,3,Thu,3,Normal
2020,9,4,Fri,4,Normal
2020,9,5,Sat,5,Normal
2020,9,6,Sun,6,Normal
2020,9,7,Mon,0,Normal
2020,9,8,Tue,1,Normal
2020,9,9,Wed,2,Normal
2020,9,10,Thu,3,Normal
2020,9,11,Fri,4,Normal
2020,9,12,Sat,5,Normal
2020,9,13,Sun,6,Normal
2020,9,14,Mon,0,Normal
2020,9,15,Tue,1,Normal
2020,9,16,Wed,2,Normal
2020,9,17,Thu,3,Normal
2020,9,18,Fri,4,Normal
2020,9,19,Sat,5,SchoolHoliday
2020,9,20,Sun,6,SchoolHoliday
2020,9,21,Mon,0,SchoolHoliday
2020,9,22,Tue,1,SchoolHoliday
2020,9,23,Wed,2,SchoolHoliday
2020,9,24,Thu,3,SchoolHoliday
2020,9,25,Fri,4,SchoolHoliday
2020,9,26,Sat,5,SchoolHoliday
2020,9,27,Sun,6,SchoolHoliday
2020,9,28,Mon,0,SchoolHoliday
2020,9,29,Tue,1,SchoolHoliday
2020,9,30,Wed,2,SchoolHoliday
2020,10,1,Thu,3,SchoolHoliday
2020,10,2,Fri,4,SchoolHoliday
2020,10,3,Sat,5,SchoolHoliday
2020,10,4,Sun,6,SchoolHoliday
2020,10,5,Mon,0,Normal
2020,10,6,Tue,1,Normal
2020,10,7,Wed,2,Normal
2020,10,8,Thu,3,Normal
2020,10,9,Fri,4,Normal
2020,10,10,Sat,5,Normal
2020,10,11,Sun,6,Normal
2020,10,12,Mon,0,Normal
2020,10,13,Tue,1,Normal
2020,10,14,Wed,2,Normal
2020,10,15,Thu,3,Normal
2020,10,16,Fri,4,Normal
2020,10,17,Sat,5,Normal
2020,10,18,Sun,6,Normal
2020,10,19,Mon,0,Normal
2020,10,20,Tue,1,Normal
2020,10,21,Wed,2,Normal
2020,10,22,Thu,3,Normal
2020,10,23,Fri,4,PublicHoliday
2020,10,24,Sat,5,Normal
2020,10,25,Sun,6,Normal
2020,10,26,Mon,0,Normal
2020,10,27,Tue,1,Normal
2020,10,28,Wed,2,Normal
2020,10,29,Thu,3,Normal
2020,10,30,Fri,4,Normal
2020,10,31,Sat,5,Normal
2020,11,1,Sun,6,Normal
2020,11,2,Mon,0,Normal
2020,11,3,Tue,1,PublicHoliday
2020,11,4,Wed,2,Normal
2020,11,5,Thu,3,Normal
2020,11,6,Fri,4,Normal
2020,11,7,Sat,5,Normal
2020,11,8,Sun,6,Normal
2020,11,9,Mon,0,Normal
2020,11,10,Tue,1,Normal
2020,11,11,Wed,2,Normal
2020,11,12,Thu,3,Normal
2020,11,13,Fri,4,Normal
2020,11,14,Sat,5,Normal
2020,11,15,Sun,6,Normal
2020,11,16,Mon,0,Normal
2020,11,17,Tue,1,Normal
2020,11,18,Wed,2,Normal
2020,11,19,Thu,3,Normal
2020,11,20,Fri,4,Normal
2020,11,21,Sat,5,Normal
2020,11,22,Sun,6,Normal
2020,11,23,Mon,0,Normal
2020,11,24,Tue,1,Normal
2020,11,25,Wed,2,Normal
2020,11,26,Thu,3,Normal
2020,11,27,Fri,4,Normal
2020,11,28,Sat,5,Normal
2020,11,29,Sun,6,Normal
2020,11,30,Mon,0,Normal
2020,12,1,Tue,1,Normal
2020,12,2,Wed,2,Normal
2020,12,3,Thu,3,Normal
2020,12,4,Fri,4,Normal
2020,12,5,Sat,5,Normal
2020,12,6,Sun,6,Normal
2020,12,7,Mon,0,Normal
2020,12,8,Tue,1,Normal
2020,12,9,Wed,2,Normal
2020,12,10,Thu,3,Normal
2020,12,11,Fri,4,Normal
2020,12,12,Sat,5,Normal
2020,12,13,Sun,6,Normal
2020,12,14,Mon,0,Normal
2020,12,15,Tue,1,Normal
2020,12,16,Wed,2,Normal
2020,12,17,Thu,3,Normal
2020,12,18,Fri,4,Normal
2020,12,19,Sat,5,SchoolHoliday
2020,12,20,Sun,6,SchoolHoliday
2020,12,21,Mon,0,SchoolHoliday
2020,12,22,Tue,1,SchoolHoliday
2020,12,23,Wed,2,SchoolHoliday
2020,12,24,Thu,3,SchoolHoliday
2020,12,25,Fri,4,PublicHoliday
2020,12,26,Sat,5,PublicHoliday
2020,12,27,Sun,6,SchoolHoliday
2020,12,28,Mon,0,PublicHoliday
2020,12,29,Tue,1,SchoolHoliday
2020,12,30,Wed,2,SchoolHoliday
2020,12,31,Thu,3,SchoolHoliday
